vehicle_age,mileage,days_since_last_service,oil_pressure,engine_temperature,tire_pressure,brake_fluid_level,brake_temperature,driving_pattern,days_until_failure,failure_probability,component_at_risk
3,50502,128,38.5,96.2,33.0,94.5,80.6,city,19,54.8,general_service
6,34426,212,50.7,102.2,34.6,99.5,70.3,mixed,22,30.3,engine
1,41604,283,40.6,86.6,30.9,92.7,72.1,city,138,6.6,none
10,29755,328,46.8,99.2,30.4,61.4,83.8,mixed,10,65.1,brakes
7,11156,180,43.2,93.2,34.3,96.9,70.7,mixed,148,8.8,none
2,32801,203,24.0,96.6,34.6,96.7,81.6,mixed,2,77.6,oil_system
3,34999,236,51.9,96.8,32.7,86.2,72.0,highway,128,9.5,none
7,19538,295,47.2,102.7,30.6,99.1,76.6,city,20,43.4,engine
4,21977,108,47.2,92.6,26.8,95.1,70.5,city,27,29.7,tires
9,42262,355,49.1,98.3,32.4,88.9,79.3,highway,100,9.6,none
5,10785,234,41.7,99.9,34.3,67.3,113.2,mixed,3,93.5,brakes
9,56372,111,43.2,87.1,30.4,57.0,73.3,city,13,76.0,brakes
5,8359,345,44.5,87.2,33.1,91.6,94.7,mixed,12,54.0,brakes
4,61504,345,54.0,97.0,30.3,83.5,92.3,city,11,61.4,brakes
10,79648,205,36.6,86.1,32.3,99.6,73.9,highway,20,47.5,oil_system
4,51583,168,49.2,101.8,34.2,98.2,78.6,highway,11,77.7,engine
6,30876,43,45.8,94.8,34.9,75.7,95.1,highway,8,72.7,brakes
1,46111,232,48.7,95.6,20.0,98.1,73.7,highway,7,78.3,tires
3,23385,216,41.0,91.2,34.5,88.3,73.5,city,137,17.4,none
7,20237,152,46.5,89.3,31.6,56.7,81.6,highway,13,62.9,brakes
9,30996,55,49.5,93.6,34.0,93.3,86.0,mixed,49,21.2,none
8,23784,132,40.1,93.5,20.2,87.1,83.0,highway,3,93.3,tires
2,50358,328,40.9,94.9,30.1,60.2,82.3,city,13,63.5,brakes
2,15659,23,44.5,91.8,34.2,66.5,113.0,mixed,2,93.6,brakes
10,40021,96,44.0,109.6,34.0,99.2,81.8,mixed,1,97.9,engine
6,74452,189,50.5,85.0,31.8,98.5,70.2,mixed,15,31.7,general_service
7,47476,320,45.0,91.6,33.3,94.7,85.4,highway,64,12.5,none
7,79294,179,52.4,85.5,34.5,65.2,82.0,highway,9,51.9,brakes
3,41653,139,39.0,109.5,34.1,91.0,84.9,city,5,84.1,engine
1,29385,102,34.7,99.1,31.4,93.6,78.0,highway,17,31.7,oil_system
8,49348,132,48.9,87.5,23.2,92.5,71.0,highway,7,91.3,tires
9,44226,100,48.1,86.7,28.3,97.2,73.2,city,15,38.1,tires
7,22866,122,22.9,91.7,34.3,95.2,80.4,highway,5,93.8,oil_system
3,44022,319,39.1,86.1,30.6,97.9,76.9,city,176,14.2,none
4,77661,129,45.0,86.4,32.2,92.3,72.9,mixed,19,41.6,general_service
2,13010,46,23.3,93.4,31.6,93.3,86.2,city,1,85.4,oil_system
7,21919,337,49.0,95.2,31.1,86.7,74.2,mixed,123,13.9,none
1,18952,196,44.3,85.9,25.0,89.2,70.3,city,7,87.0,tires
10,10140,243,47.5,104.5,34.5,92.5,72.6,city,30,45.9,engine
10,37734,148,36.5,99.9,31.0,87.3,89.6,city,19,25.7,oil_system
2,41802,58,30.0,94.5,30.4,99.3,73.5,mixed,12,59.7,oil_system
5,12650,273,44.2,92.8,34.8,62.2,103.7,highway,2,80.4,brakes
2,12866,154,51.7,92.7,32.2,86.4,87.1,city,163,1.5,none
9,21903,204,44.6,98.8,34.3,90.6,75.7,highway,75,5.9,none
5,30289,47,46.3,107.7,30.3,95.3,70.6,city,1,91.2,engine
3,67520,105,32.4,99.5,31.8,99.6,71.7,city,8,68.2,oil_system
10,14123,222,40.5,85.1,33.6,94.9,82.7,city,70,6.8,none
8,48128,121,48.2,97.5,31.5,90.5,91.8,highway,13,75.1,brakes
9,44793,306,51.3,97.7,33.5,81.6,98.9,mixed,17,47.4,brakes
2,36972,362,49.3,94.2,22.4,94.3,77.5,city,1,80.2,tires
6,41975,34,41.9,86.2,33.9,94.9,76.6,highway,174,10.2,none
2,17918,198,42.7,89.5,33.8,95.6,86.0,highway,178,2.6,none
9,20563,339,42.3,100.1,34.0,87.2,84.6,city,19,36.3,engine
7,48151,262,22.1,97.9,30.7,93.4,83.1,city,2,90.7,oil_system
2,49043,175,38.3,96.3,34.2,89.2,85.4,city,108,7.0,none
7,43713,261,39.4,96.2,33.1,60.5,71.2,city,13,53.9,brakes
4,14752,213,51.3,86.1,30.8,90.7,96.4,city,14,56.4,brakes
10,47921,276,53.5,96.5,22.8,95.6,71.8,city,6,75.5,tires
9,32555,267,39.5,97.3,21.8,96.0,84.2,city,4,98.2,tires
3,29572,212,39.8,88.9,20.3,85.2,83.5,city,3,81.8,tires
9,25631,266,25.2,99.7,31.2,89.9,88.2,highway,3,81.5,oil_system
2,55641,310,41.9,92.8,28.2,95.5,80.2,city,23,39.7,tires
2,21476,337,45.0,96.9,34.2,81.4,97.6,city,29,52.1,brakes
10,58630,189,46.2,90.5,33.1,95.3,91.4,highway,10,56.9,brakes
2,25757,146,54.0,113.3,31.5,98.5,75.0,city,6,97.9,engine
8,70485,171,42.3,88.3,31.8,96.0,86.6,city,17,29.7,general_service
10,22854,97,42.8,93.0,32.5,86.6,80.0,mixed,136,18.8,none
4,54239,243,54.0,92.1,30.1,96.7,73.1,highway,15,50.7,general_service
10,75520,301,29.8,86.1,30.2,91.2,73.6,city,11,59.3,oil_system
9,6485,58,54.1,90.0,20.1,86.2,86.7,city,5,80.9,tires
2,21705,224,48.1,89.6,33.4,60.5,108.9,mixed,5,84.5,brakes
5,56732,211,44.7,99.8,27.7,98.7,73.0,mixed,24,48.7,tires
5,97933,302,48.9,91.5,34.7,88.5,74.6,city,10,63.5,general_service
2,20015,59,54.7,85.9,33.6,91.9,86.0,city,120,23.6,none
9,18152,247,47.0,88.8,30.3,67.2,106.3,mixed,6,98.8,brakes
8,75826,226,35.7,93.0,32.1,96.1,78.9,mixed,18,25.5,oil_system
2,79275,103,43.0,93.8,34.2,88.1,96.7,highway,11,53.2,brakes
2,88023,9,52.6,89.8,34.1,88.1,81.6,city,12,77.1,general_service
7,15853,114,23.4,92.5,30.7,92.2,79.7,mixed,4,83.5,oil_system
5,75526,309,44.3,89.5,31.3,75.8,96.4,city,11,76.4,brakes
9,18407,86,50.2,93.5,30.8,99.7,100.0,mixed,13,76.6,brakes
4,38199,284,41.3,90.6,30.9,99.3,79.0,city,104,1.5,none
8,35426,203,29.9,99.3,32.0,96.1,70.7,city,14,54.9,oil_system
1,64586,49,41.4,103.6,30.8,89.8,79.0,city,8,60.1,engine
8,38589,41,40.0,104.5,33.5,89.9,73.2,mixed,24,45.9,engine
8,60918,20,46.1,92.6,32.1,86.6,97.6,highway,13,54.4,brakes
5,23907,353,45.5,93.8,34.4,87.1,86.2,mixed,178,11.3,none
5,52334,28,36.9,86.0,32.4,95.9,86.5,highway,21,47.2,oil_system
9,14226,187,40.8,92.8,34.4,95.5,85.8,highway,125,21.5,none
1,7306,8,39.9,114.6,34.0,94.6,83.9,mixed,3,97.9,engine
5,74393,61,34.9,100.0,34.3,88.6,89.8,mixed,30,30.2,oil_system
3,46426,1,23.2,99.1,30.2,85.0,79.9,mixed,2,78.0,oil_system
9,27136,70,50.3,92.5,27.6,95.2,70.3,city,28,42.6,tires
9,27111,249,54.3,98.0,23.2,92.0,82.3,mixed,4,96.4,tires
7,49588,365,28.1,92.9,31.8,95.3,88.2,mixed,14,58.6,oil_system
4,65837,107,45.3,98.5,27.4,87.8,80.0,highway,17,36.7,tires
8,21852,41,52.6,104.8,32.7,93.4,86.1,mixed,8,64.7,engine
6,13500,181,25.8,94.7,33.6,98.6,87.1,mixed,7,92.7,oil_system
8,19552,116,46.1,112.2,34.5,90.5,70.0,mixed,5,79.6,engine
2,85977,327,43.5,97.7,33.1,86.6,89.4,city,13,59.3,general_service
10,32077,95,44.5,99.6,23.6,97.3,81.4,city,3,88.7,tires
3,13309,359,45.9,88.5,33.8,87.7,94.3,highway,10,54.3,brakes
9,36386,111,19.9,87.9,33.7,98.6,76.1,highway,2,95.9,oil_system
6,36266,351,36.3,93.6,32.3,92.7,81.1,mixed,18,35.2,oil_system
6,12043,16,35.5,96.2,31.8,93.0,83.6,highway,28,27.9,oil_system
5,81388,38,48.2,94.6,33.8,85.5,81.4,city,8,54.3,general_service
2,28150,115,39.3,94.9,34.8,64.1,73.9,highway,14,68.5,brakes
9,16872,200,44.8,111.8,31.7,99.5,81.4,mixed,1,86.8,engine
3,70837,249,54.9,104.0,30.3,99.7,70.5,mixed,13,75.9,engine
6,15662,345,44.9,103.3,30.6,99.0,88.9,highway,25,45.7,engine
3,37668,116,40.9,85.6,33.9,50.3,109.9,city,4,89.5,brakes
3,28955,35,48.4,91.7,28.2,92.8,71.3,highway,21,41.2,tires
1,7083,24,32.4,98.4,32.8,89.6,76.9,city,11,77.0,oil_system
3,32072,99,45.3,99.5,30.8,64.1,89.4,highway,14,58.6,brakes
3,36961,271,49.4,95.5,33.7,72.1,94.6,highway,16,51.3,brakes
8,38340,234,52.8,107.6,30.8,86.4,72.5,highway,1,95.3,engine
8,11795,302,51.0,90.9,34.7,59.6,103.0,highway,6,93.7,brakes
4,43863,196,52.4,94.6,31.3,96.7,80.3,city,145,19.9,none
5,36935,20,40.9,95.6,34.3,58.1,109.8,highway,7,96.4,brakes
4,64574,262,46.6,93.3,33.8,95.2,92.1,mixed,10,61.7,brakes
8,19164,312,18.5,97.8,31.2,95.3,70.8,mixed,1,91.2,oil_system
5,23204,237,40.7,87.0,21.3,85.6,82.9,highway,5,98.8,tires
5,13209,1,43.4,88.8,35.0,74.3,93.9,city,29,38.8,brakes
7,25028,172,42.7,98.3,34.9,98.4,76.9,highway,139,14.5,none
2,23477,266,47.9,99.1,32.7,76.7,93.9,highway,19,36.1,brakes
5,35462,192,44.5,107.0,30.3,96.3,79.9,city,1,79.9,engine
1,70532,347,49.3,94.3,26.3,91.3,87.8,city,24,54.4,tires
8,36882,58,38.6,95.2,26.7,95.9,73.5,highway,16,28.8,tires
8,44575,160,53.9,101.5,30.3,90.7,86.6,highway,24,37.3,engine
5,12375,201,40.6,88.6,32.2,72.6,96.8,highway,22,31.2,brakes
8,45437,286,28.9,90.3,32.3,95.6,85.1,mixed,8,58.8,oil_system
1,19252,344,45.2,99.1,31.9,87.0,87.7,mixed,50,15.6,none
9,11535,172,53.1,92.8,30.5,86.8,78.8,mixed,174,17.7,none
1,35679,114,38.2,95.5,34.3,86.2,88.0,highway,77,5.3,none
2,29131,161,47.2,91.2,34.6,85.6,73.8,city,166,9.4,none
4,42412,197,52.3,103.3,31.9,93.9,74.0,highway,24,36.1,engine
8,28202,282,23.0,88.4,33.6,97.1,83.5,mixed,2,79.2,oil_system
10,39989,15,44.8,92.8,31.9,89.6,81.1,city,64,19.4,none
1,9345,297,33.5,95.1,31.2,91.1,86.7,highway,13,74.8,oil_system
5,18118,255,42.7,93.1,34.5,85.8,88.6,city,69,18.1,none
2,50890,41,48.6,104.7,33.7,87.8,82.7,mixed,11,72.4,engine
5,52733,208,42.2,88.1,34.9,79.6,98.3,highway,10,58.7,brakes
6,30267,93,47.2,86.6,33.4,64.9,89.8,highway,10,62.2,brakes
4,37174,97,18.9,90.9,32.7,89.5,83.2,highway,6,88.3,oil_system
9,37308,271,54.3,96.2,33.8,93.5,90.0,highway,92,23.6,none
7,49227,25,51.5,90.1,32.9,93.6,77.8,mixed,60,19.1,none
9,76195,58,44.9,94.5,30.5,63.6,85.1,highway,9,67.8,brakes
7,17180,82,46.2,95.4,30.8,72.9,94.8,mixed,29,30.1,brakes
10,97059,349,38.0,91.4,32.9,92.9,89.1,city,8,59.5,general_service
8,44038,330,38.7,91.0,34.1,82.8,97.4,mixed,15,48.5,brakes
10,86371,365,54.8,85.2,34.1,90.0,79.8,highway,8,76.1,general_service
5,85274,328,39.3,89.6,33.9,94.8,74.0,mixed,8,66.2,general_service
6,57685,343,53.3,99.2,33.8,96.1,84.7,mixed,18,47.3,general_service
8,19856,85,40.3,92.0,23.8,85.1,80.5,mixed,5,91.2,tires
8,88544,360,39.4,85.3,34.4,91.0,72.3,mixed,12,73.4,general_service
9,69929,98,50.2,88.5,32.4,89.7,79.5,highway,17,44.3,general_service
1,61162,314,48.5,91.8,34.2,85.0,71.4,mixed,21,34.9,general_service
10,26637,78,51.5,111.3,33.8,86.5,75.3,city,6,80.2,engine
10,72774,361,38.2,88.6,31.0,96.3,73.1,city,24,38.8,general_service
1,84090,233,43.3,96.4,30.3,96.3,70.4,city,13,69.3,general_service
4,28728,122,50.6,87.4,33.1,74.1,96.2,highway,17,27.4,brakes
3,17682,272,42.9,93.2,34.1,78.2,95.8,mixed,12,65.6,brakes
3,35153,170,49.1,94.6,30.0,61.2,78.9,city,10,50.8,brakes
6,45558,237,54.6,91.2,33.2,62.4,106.4,mixed,2,91.4,brakes
2,31080,253,40.3,98.8,30.9,89.8,77.7,mixed,45,6.4,none
8,30886,65,18.5,98.9,32.2,99.1,72.5,city,7,94.9,oil_system
8,44137,43,19.9,90.8,32.1,91.0,89.5,city,4,78.2,oil_system
8,14920,19,19.4,87.6,34.7,91.2,77.4,city,5,94.3,oil_system
4,8830,42,41.9,88.5,30.6,79.3,96.3,highway,24,40.9,brakes
2,12228,18,52.9,93.1,32.8,93.0,78.3,mixed,170,20.4,none
10,66125,107,54.7,95.7,32.6,61.1,73.2,mixed,8,56.0,brakes
2,38192,138,51.1,87.1,31.3,94.1,84.4,highway,100,4.8,none
6,33519,7,43.3,96.0,31.6,55.3,79.5,mixed,13,56.0,brakes
10,22476,101,44.2,103.7,30.1,87.6,88.5,mixed,27,44.9,engine
8,28648,26,49.3,91.4,32.8,87.3,96.6,mixed,14,56.2,brakes
7,16836,152,46.3,86.1,34.6,93.7,72.9,mixed,69,11.2,none
8,44570,360,54.5,88.6,30.4,76.7,93.8,highway,27,32.1,brakes
8,22591,254,47.1,86.2,33.9,89.4,83.9,city,94,4.8,none
2,50411,31,49.0,86.3,28.2,86.4,83.2,mixed,23,50.8,tires
9,49282,188,40.2,96.5,31.9,84.6,91.8,mixed,8,76.6,brakes
9,52434,319,51.9,86.4,30.5,66.8,71.4,mixed,9,70.7,brakes
9,77217,22,43.2,93.7,30.8,88.5,72.4,highway,17,26.4,general_service
3,46602,85,54.1,98.4,30.9,93.8,84.6,mixed,97,23.8,none
3,41640,261,52.4,94.7,34.2,91.1,78.2,city,48,1.3,none
4,17897,136,40.6,87.7,32.0,89.7,83.2,highway,111,16.5,none
4,24539,86,47.4,104.1,31.0,85.4,78.8,mixed,22,46.4,engine
4,35617,232,19.8,98.7,32.0,99.0,77.2,city,1,97.5,oil_system
3,21051,46,50.3,108.8,33.6,86.2,74.7,city,5,88.2,engine
1,76012,144,40.2,85.6,32.9,96.7,83.5,highway,15,43.7,general_service
5,40476,273,39.8,93.7,33.4,93.7,88.4,highway,103,6.9,none
9,40886,249,54.0,88.7,34.5,92.2,78.3,mixed,160,9.1,none
10,42455,182,52.3,101.4,31.3,92.6,72.5,city,29,47.3,engine
7,33878,201,50.6,103.7,31.2,94.3,76.2,mixed,23,25.2,engine
10,41018,123,49.2,91.5,30.9,97.9,86.6,highway,154,21.9,none
4,40614,189,40.4,85.2,31.1,89.4,72.2,highway,144,9.3,none
3,21851,142,45.0,85.7,30.5,92.6,86.6,city,41,21.2,none
9,44822,98,44.6,91.7,32.1,94.0,86.5,city,126,2.3,none
2,21007,101,48.1,99.5,31.7,91.0,78.1,city,48,1.9,none
6,16229,362,49.6,87.6,30.7,66.2,103.3,highway,1,87.5,brakes
8,35036,289,49.3,92.8,31.8,83.8,91.3,city,29,54.5,brakes
7,49379,252,22.9,98.8,30.6,97.3,84.4,city,3,83.1,oil_system
6,59497,292,35.6,89.7,33.8,88.9,85.5,city,17,25.6,oil_system
10,10689,285,46.0,86.1,31.8,72.5,96.9,mixed,22,47.0,brakes
4,17575,249,41.4,96.2,24.0,88.2,81.3,city,5,97.8,tires
6,59537,10,49.5,85.8,31.1,98.0,94.1,mixed,13,50.8,brakes
9,31610,23,38.6,85.4,22.7,95.3,74.8,highway,4,97.2,tires
10,9981,50,50.2,95.8,30.4,75.1,96.2,highway,15,28.1,brakes
4,70850,5,48.5,89.4,28.7,85.7,71.9,city,24,44.2,tires
10,28789,112,44.1,91.5,30.9,58.6,87.3,mixed,13,54.5,brakes
7,73679,238,46.4,90.4,26.0,97.7,81.3,mixed,15,37.9,tires
9,65687,2,42.5,97.3,30.9,58.0,75.3,highway,10,74.3,brakes
3,44227,287,36.3,88.3,30.3,99.3,77.4,mixed,24,33.2,oil_system
4,16661,143,50.7,97.6,32.9,83.7,95.4,highway,27,35.6,brakes
10,9605,55,50.9,99.9,30.2,52.3,103.0,highway,4,84.3,brakes
4,60460,91,46.6,99.7,30.6,99.9,72.5,city,24,44.4,general_service
10,33552,215,39.8,96.6,34.0,99.5,75.9,highway,104,18.6,none
3,6640,286,41.9,93.6,32.8,96.3,73.1,highway,125,22.6,none
5,93600,86,52.9,94.9,33.5,90.8,85.1,city,10,61.6,general_service
1,18428,247,41.8,99.9,32.0,97.5,83.8,mixed,51,12.3,none
10,21304,270,48.9,97.4,33.7,94.2,79.0,mixed,169,22.3,none
4,24600,112,45.0,91.0,32.8,59.6,110.8,city,4,96.7,brakes
6,39524,181,45.5,86.1,33.8,89.5,76.9,highway,154,3.6,none
8,19019,107,54.3,91.4,33.8,60.1,102.9,mixed,2,75.4,brakes
3,57167,354,46.7,98.1,34.9,96.7,70.2,city,18,43.0,general_service
10,15739,315,50.1,96.3,33.8,89.4,89.8,mixed,177,5.6,none
1,23997,125,50.8,94.6,31.9,87.8,87.8,highway,139,13.4,none
10,17924,173,45.7,90.7,30.7,97.1,86.3,mixed,43,2.3,none
3,16822,336,35.4,90.4,31.4,90.7,86.4,city,17,50.4,oil_system
1,33670,13,44.0,93.5,32.0,98.7,82.7,highway,63,11.9,none
5,23792,357,39.4,97.1,32.9,89.9,78.1,mixed,140,12.4,none
6,8199,220,20.7,98.9,30.4,88.1,86.4,city,3,91.1,oil_system
1,23970,89,46.4,99.0,34.8,57.5,115.0,highway,7,79.2,brakes
4,36303,26,48.7,91.2,31.8,88.9,84.1,highway,140,4.6,none
9,41085,171,49.4,87.2,34.3,78.2,95.7,city,21,27.8,brakes
8,7833,96,46.9,96.9,34.8,95.2,74.5,highway,160,10.1,none
9,8264,8,43.5,91.9,30.9,59.6,112.8,city,4,82.1,brakes
1,37202,308,38.9,89.8,30.5,58.9,81.0,highway,10,63.3,brakes
1,41535,236,46.7,108.8,30.6,89.0,77.4,mixed,3,98.4,engine
2,43507,274,18.4,86.1,34.0,94.1,77.5,mixed,7,79.6,oil_system
2,38516,133,21.1,96.8,32.2,93.9,70.8,city,5,98.1,oil_system
7,48505,200,43.1,92.2,30.0,88.5,70.1,city,73,22.0,none
3,94579,270,48.0,95.1,33.5,86.3,71.8,highway,8,74.4,general_service
3,12202,340,38.1,97.0,32.7,90.3,86.2,mixed,105,21.0,none
3,30218,57,24.5,99.8,31.3,90.5,72.7,city,1,85.9,oil_system
7,14658,355,41.4,85.8,35.0,86.7,82.4,city,137,9.2,none
8,48414,277,38.2,103.8,34.5,87.9,84.7,mixed,24,28.8,engine
10,10773,284,42.7,92.1,20.6,93.9,76.9,mixed,2,95.8,tires
10,15007,183,43.3,97.8,31.9,56.4,104.2,mixed,5,77.1,brakes
6,40024,232,49.3,90.4,30.3,58.7,111.2,highway,3,89.0,brakes
8,8428,201,48.3,99.1,33.7,86.8,86.8,highway,162,19.7,none
7,23554,149,49.8,86.3,32.4,95.3,80.6,city,157,18.1,none
10,25604,363,53.0,90.1,32.8,85.6,80.0,highway,146,4.0,none
1,39962,44,51.9,95.7,23.4,89.7,82.3,highway,4,79.3,tires
10,5192,182,53.8,86.7,20.3,99.0,75.4,mixed,3,90.6,tires
7,13918,311,38.3,97.0,30.7,98.8,83.1,city,134,23.7,none
7,30667,165,50.5,91.4,30.1,86.9,74.9,highway,120,11.3,none
3,79892,65,38.8,85.4,34.3,97.1,94.8,city,10,70.2,brakes
9,25584,192,44.9,94.5,30.4,94.8,89.4,mixed,154,19.9,none
5,12999,321,28.2,91.9,33.9,94.6,81.9,mixed,10,60.0,oil_system
9,41208,161,51.8,101.5,34.7,97.7,79.9,mixed,9,51.8,engine
2,40634,125,36.0,99.8,33.2,87.7,74.0,mixed,28,39.4,oil_system
3,6607,35,42.1,103.5,34.9,94.5,77.5,mixed,27,53.2,engine
2,28877,333,53.4,97.3,34.8,98.1,82.3,highway,110,13.0,none
8,46863,313,42.7,97.4,30.6,74.1,95.0,highway,30,40.4,brakes
9,12049,108,49.8,95.4,31.2,92.8,77.7,mixed,42,9.8,none
5,33128,101,34.0,94.8,31.8,91.7,87.7,mixed,21,40.9,oil_system
6,49155,284,47.8,104.8,32.5,88.9,73.1,mixed,8,66.8,engine
1,13574,322,42.8,103.6,33.5,89.5,88.8,highway,27,40.2,engine
5,13181,270,49.0,88.0,31.3,91.5,83.5,city,91,4.4,none
3,15847,148,49.6,113.8,34.9,91.0,84.8,city,5,76.5,engine
7,24504,261,51.8,101.4,33.5,99.1,86.1,highway,11,51.6,engine
1,5469,279,51.4,92.5,30.3,93.9,79.6,highway,39,12.3,none
2,42383,171,50.0,99.5,27.5,98.8,89.1,city,15,45.5,tires
3,67135,76,35.2,91.1,30.9,97.0,74.0,city,28,49.5,oil_system
5,73759,99,46.2,89.8,33.7,96.4,71.2,highway,22,35.9,general_service
9,49179,140,47.0,88.4,30.5,98.7,76.7,city,172,19.6,none
9,74759,350,38.2,88.5,32.5,65.1,87.7,mixed,14,52.4,brakes
8,60747,112,54.3,92.7,30.7,90.0,79.5,mixed,25,52.1,general_service
6,40531,171,39.7,87.6,34.9,85.0,81.2,highway,174,2.9,none
1,23731,289,30.8,92.9,33.5,98.9,73.2,highway,9,72.6,oil_system
6,44860,352,36.7,99.8,33.2,90.7,72.4,mixed,28,38.1,oil_system
10,34365,32,41.8,91.3,28.4,86.3,79.5,mixed,19,37.7,tires
10,24933,213,43.5,86.5,32.4,95.2,85.6,city,51,3.1,none
9,17517,55,25.4,93.1,30.5,91.1,74.8,highway,2,97.0,oil_system
7,51302,364,40.5,98.8,28.8,85.7,79.2,mixed,20,34.9,tires
3,43088,314,38.3,108.7,31.5,93.0,75.4,mixed,1,93.3,engine
10,36419,181,52.8,88.0,33.5,86.6,71.7,mixed,125,1.1,none
4,17041,330,50.9,102.1,31.3,93.9,85.2,highway,19,32.8,engine
5,53067,296,51.0,97.3,30.4,78.0,95.7,city,8,61.8,brakes
7,55576,93,47.4,99.3,26.8,88.6,77.4,highway,27,45.9,tires
5,99294,249,54.6,91.6,33.9,98.4,76.8,highway,13,55.2,general_service
7,13771,275,42.1,91.8,31.0,75.5,94.9,mixed,23,48.4,brakes
2,46728,207,18.5,98.7,32.6,91.7,82.3,city,5,82.9,oil_system
4,41417,343,35.3,95.2,32.4,87.9,85.2,highway,17,52.0,oil_system
6,12498,18,42.1,96.5,30.3,65.8,89.4,highway,12,52.7,brakes
9,15803,7,54.1,103.2,34.6,94.7,74.1,highway,30,42.7,engine
6,76501,13,48.7,98.3,32.2,97.7,76.6,city,21,45.4,general_service
7,18986,283,51.8,88.1,30.3,90.4,95.6,city,9,60.9,brakes
3,27719,123,44.5,94.0,31.2,96.3,79.4,city,140,17.4,none
1,45329,328,53.0,102.8,34.8,85.6,86.9,highway,30,26.7,engine
9,13584,25,32.7,86.4,33.7,90.9,80.2,mixed,14,61.6,oil_system
10,7818,192,41.8,92.8,23.4,97.8,85.1,highway,4,77.6,tires
8,41066,25,35.7,86.5,32.9,89.3,76.5,city,29,36.9,oil_system
6,33659,248,41.6,85.8,34.2,90.5,75.3,city,166,21.9,none
3,40945,298,47.8,95.4,30.4,80.4,95.4,city,28,43.3,brakes
6,74506,46,43.5,101.3,32.3,98.3,79.8,highway,10,54.2,engine
8,49879,243,41.6,87.5,28.3,87.0,71.0,highway,28,34.3,tires
8,42462,323,39.3,113.7,33.8,89.5,77.6,mixed,5,88.4,engine
7,20738,101,54.8,86.4,33.4,63.3,80.0,city,10,66.8,brakes
4,7470,75,46.4,91.0,32.4,97.8,83.9,highway,89,6.2,none
8,5628,100,38.4,110.9,33.2,99.0,73.0,mixed,5,93.3,engine
10,54593,82,39.2,89.5,30.5,97.0,75.9,mixed,15,28.2,general_service
7,6614,165,26.2,90.5,33.7,97.6,70.5,mixed,7,86.9,oil_system
2,30585,40,50.2,90.5,22.3,90.6,78.1,mixed,7,83.8,tires
5,12237,82,42.0,106.1,30.4,92.2,83.8,city,5,86.9,engine
4,5941,96,41.6,107.7,33.4,88.2,82.0,highway,6,88.1,engine
8,25153,128,52.9,98.4,30.7,96.0,76.5,city,129,6.2,none
9,43830,276,19.4,85.4,34.0,96.4,80.4,highway,2,77.2,oil_system
8,19442,124,46.2,88.9,21.9,97.9,87.9,highway,7,86.0,tires
6,70212,127,35.5,98.6,34.8,85.8,79.3,city,24,49.9,oil_system
7,82124,270,40.4,85.5,30.3,93.6,84.8,highway,13,76.9,general_service
6,73445,84,40.0,98.3,34.8,93.0,76.3,city,28,53.1,general_service
10,79645,105,50.6,86.9,32.6,89.3,79.7,mixed,27,48.9,general_service
10,85920,231,44.5,87.9,33.9,96.8,75.3,highway,11,59.6,general_service
9,76384,318,39.1,95.8,33.5,96.2,75.7,city,22,45.8,general_service
7,78895,223,29.1,88.4,30.8,96.5,80.4,city,12,61.1,oil_system
2,8510,229,42.3,102.7,30.6,98.2,89.1,highway,20,53.2,engine
3,39641,55,53.9,98.4,31.1,87.2,85.0,city,161,19.5,none
9,23782,131,46.8,90.4,31.6,99.8,89.0,mixed,139,23.6,none
3,5938,167,48.7,96.9,34.9,65.2,111.5,highway,3,90.9,brakes
9,67054,108,53.0,94.8,27.9,98.1,88.7,highway,24,30.3,tires
5,12950,194,54.2,96.1,34.7,92.1,75.5,mixed,166,5.6,none
2,5691,346,38.5,88.2,32.8,78.2,97.5,highway,24,28.5,brakes
8,25336,140,44.0,97.5,32.7,96.0,70.4,highway,168,17.7,none
5,69750,312,46.7,89.7,31.5,84.8,96.6,mixed,12,68.2,brakes
3,75476,174,38.0,104.5,34.6,95.9,80.8,highway,11,50.6,engine
5,28702,238,51.9,93.8,33.8,64.0,102.0,city,7,99.0,brakes
10,45851,58,38.7,85.8,32.8,93.1,74.8,city,118,19.1,none
6,32251,69,50.4,109.4,32.0,97.9,70.1,mixed,4,79.7,engine
3,42512,190,53.9,97.6,32.8,85.9,89.1,mixed,102,22.3,none
3,26696,266,43.9,98.3,23.3,91.1,80.9,city,7,87.1,tires
5,98540,244,41.1,86.0,30.6,87.8,80.4,city,8,60.0,general_service
3,70239,76,35.6,95.4,33.3,91.3,84.2,city,22,52.0,oil_system
6,30788,298,40.5,110.0,30.5,95.5,82.0,highway,3,85.9,engine
7,27301,356,50.4,88.2,26.2,93.4,71.6,highway,23,46.6,tires
8,42506,117,36.7,86.4,34.5,87.0,74.8,city,20,53.2,oil_system
3,81080,289,51.0,89.9,33.7,94.1,86.6,mixed,8,75.0,general_service
5,7898,205,41.5,99.5,26.5,96.5,81.3,highway,23,41.1,tires
4,62980,300,35.5,96.2,33.2,93.1,87.8,city,27,51.0,oil_system
4,95789,287,54.1,99.5,34.2,98.7,70.9,city,12,77.8,general_service
8,6207,109,45.0,93.6,30.2,66.3,84.0,mixed,13,54.2,brakes
9,73972,112,54.7,97.6,34.7,95.9,87.1,mixed,22,27.0,general_service
7,45432,155,19.2,85.4,34.9,87.8,73.0,highway,6,97.4,oil_system
